id,is_relevant,sentiment_label,sentiment_score,reason
1i62wal,True,neutral,0.1,The post provides a specific tip for using Ray-Ban Meta glasses discreetly.
1i80llu,True,positive,0.7,The post discusses the functionality of Ray-Ban Meta glasses after a software update.
1i8xvrq,True,positive,0.6,The post specifically mentions 'Ray Ban Meta Smart Glasses' and an 'interesting interview' about them.
1i9erhj,True,neutral,0.1,The post directly discusses the Meta Ray-Ban glasses and their early access program.
1ia131x,True,positive,0.8,The post specifically discusses using Meta Ray-Ban glasses as headphones and praises their functionality.
1idmnsl,True,neutral,0.1,The post directly discusses the Ray-Ban Meta glasses and the decision to buy now or wait.
1ild12y,True,negative,-0.3,The post discusses a functional issue with Ray-Ban Meta glasses regarding region support.
1inhtdo,True,positive,0.6,The post directly promotes a feature utilizing Meta Ray-Ban glasses for live expert guidance.
1io5a71,True,neutral,0.1,"The title specifically mentions 'Meta Ray-Ban Glasses,' directly addressing a key brand in the topic."
1io6dcv,True,neutral,0.0,The post specifically mentions 'Meta Ray-Ban Glasses' in a context suggesting discussion or help.
1io6hs1,True,neutral,0.1,"The title specifically mentions 'Meta Ray-Ban Glasses,' directly addressing a key brand in the topic."
1is0wp6,True,neutral,0.1,"The post specifically discusses selling Ray-Ban Meta glasses, which is a relevant brand."
1ito4aw,True,neutral,0.1,The post specifically discusses pricing and purchasing options for Ray-Ban Meta glasses.
1iu6fzh,True,neutral,0.0,The post specifically asks about purchasing and returns for Meta/Ray-Ban glasses.
1iv8tie,True,neutral,0.1,The post specifically discusses features and purchasing considerations for the Meta Ray-Ban glasses.
1ixfwmi,True,neutral,0.1,The post discusses modifications and drawbacks of the Ray-Ban Meta smart glasses.
1iyenxj,True,negative,-0.7,The user is reporting a significant technical failure and warranty concern with their Ray-Ban Meta glasses.
1iyl1ku,True,positive,0.7,The post specifically discusses using and creating content with Ray-Ban Meta glasses.
1ize4ns,True,neutral,0.1,The post specifically discusses the Ray-Ban Meta glasses and potential future updates.
1izxqkg,True,positive,0.6,"Directly compares Aria Gen 2 to Meta Ray-Ban, showing interest in specific smart-glasses brands."
1j0boyj,True,neutral,0.1,The post specifically discusses a functional issue with Ray-Ban Meta glasses.
1j32o3g,True,neutral,0.1,The post specifically discusses purchasing Meta Ray-Ban smart glasses and comparing price points.
1j541et,True,negative,-0.8,The post specifically discusses issues with the Ray-Ban Meta smart glasses warranty.
1j5zm0c,True,positive,0.8,The user explicitly discusses and compares two models of Ray-Ban Meta glasses.
1j6etym,True,neutral,0.1,"The post discusses smart glasses and audio tech, specifically mentioning Meta Ray-Ban and Xreal."
1j6ewic,True,neutral,0.1,"The post discusses smart glasses and audio tech, specifically mentioning Meta Ray-Ban and Xreal."
1j76ejm,True,negative,-0.6,The post discusses a specific issue and warranty replacement experience with Ray-Ban Meta glasses.
1j7w7ws,True,neutral,0.1,The post specifically discusses features and capabilities of Ray-Ban Meta glasses.
1j853gs,True,neutral,0.1,The user specifically mentions Ray-Ban Meta glasses and discusses a core feature capability.
1j8bx1t,True,neutral,0.0,The post specifically mentions 'Ray Ban Meta Glasses' and a functional aspect (charging).
1j8vfgx,True,neutral,0.1,The user specifically mentions Meta Ray-Ban Wayfarers and asks about public perception of the device.
1j8w4k9,True,neutral,0.1,"The post specifically discusses the Meta Ray-Ban smart glasses in a media context, fitting the brand focus."
1ja6ba2,True,positive,0.6,The post discusses the cost and insurance process for Ray-Ban Meta glasses lenses.
1jag2my,True,positive,0.7,The post directly tests and discusses the performance of Ray-Ban Meta Smart Glasses lenses in real-world driving conditions.
1jawfwq,True,negative,-0.7,The post discusses issues with the warranty and service for Meta/Ray-Ban smart glasses.
1jb4q3f,True,positive,0.7,The post directly tests and discusses the performance of Ray-Ban Meta Smart Glasses in real-world driving conditions.
1jfsx65,True,negative,-0.5,The post discusses specific functionality issues with Ray-Ban Meta glasses and Meta AI features.
1jghb4h,True,negative,-0.8,The post provides detailed negative feedback specifically about the Ray-Ban Meta AI Glasses.
1jglhll,True,neutral,0.1,The post directly discusses the Ray-Ban Meta smart glasses and timing a purchase.
1jhgkrk,True,positive,0.8,The post explicitly mentions and praises the 'Ray-Ban Meta glasses' and 'Meta ia glasses'.
1jhkant,True,positive,0.8,The post specifically discusses the functionality and utility of Ray-Ban Meta glasses in a professional setting.
1jieezj,True,neutral,0.1,The post specifically discusses using Transitions lenses with the Ray-Ban Meta smart glasses.
1jj1r9i,True,negative,-0.3,"The post discusses a defect and the need to return Ray-Ban Meta glasses, indicating a negative experience."
1jjjdiu,True,neutral,0.1,"The post specifically discusses the Ray-Ban Meta glasses, asking for real-world user experiences."
1jlidik,True,negative,-0.6,The post specifically discusses issues with Meta/Ray-Ban Meta software and support.
1jlwf1q,True,negative,-0.5,The post discusses a functional issue with the Meta Ray-Ban smart glasses integration with WhatsApp.
1jm3l3u,True,negative,-0.3,The user is expressing frustration and confusion about the high price of Ray-Ban Meta glasses.
1jmozxn,True,neutral,0.0,The post specifically discusses a feature/issue related to Ray-Ban Meta Smart Glasses.
1jnf250,True,positive,0.6,The post specifically discusses the functionality and use of Ray-Ban Meta glasses for accessibility.
1jnlf47,True,neutral,0.0,The post specifically discusses a feature/issue related to the Ray-Ban Meta Smart Glasses.
1jnvki6,True,negative,-0.7,The post discusses a negative customer service experience with Ray-Ban Meta glasses.
1jo5byf,True,neutral,0.0,The post is a sale listing for an accessory (charging case) for Ray-Ban Meta glasses.
1jpefaw,True,negative,-0.3,"The post directly discusses the size of the Ray-Ban Meta glasses, a specific brand in the topic."
1jq8js0,True,neutral,0.1,The post specifically discusses purchasing and returning Ray-Ban Meta smart glasses.
1jqjvxi,True,negative,-0.7,The post is a direct complaint about the functionality and user experience of Meta Ray-Ban smart glasses.
1jqkpj2,True,neutral,0.0,The post directly discusses compatibility between a phone and Ray-Ban Meta glasses.
1jqz780,True,neutral,0.0,The post specifically asks about functionality related to Meta Ray-Ban glasses.
1jrew9k,True,negative,-0.6,The post discusses a negative customer service experience with Ray-Ban Meta smart glasses.
1jsyej1,True,neutral,0.1,The post specifically discusses a Ray-Ban Meta product and seeks repair advice.
1jt5vrq,True,neutral,0.0,The post specifically discusses fitting a retainer onto Meta Ray-Ban glasses.
1jtvxfr,True,positive,0.8,The post extensively discusses and reviews the Meta Ray-Ban smart glasses and their AI features.
1ju2asf,True,negative,-0.8,The post discusses a failure with Ray-Ban Meta smart glasses and poor customer support.
1jv8tt3,True,neutral,0.1,"The post details specific, technical features of Meta/Ray-Ban Meta smart glasses software."
1jwh8nq,True,positive,0.7,The post provides a detailed workaround for accessing Meta AI features on Ray-Ban Meta Glasses.
1jzcugh,True,neutral,0.1,The post discusses a specific issue with Meta Ray-Ban prescription glasses ordering and measurements.
1k0lzoq,True,neutral,0.1,The post specifically discusses Ray-Ban Meta glasses and their recording features.
1k24ysa,True,negative,-0.8,The post is a negative review specifically about purchasing Ray-Ban Meta Smart Glasses.
1k2zvyl,True,positive,0.6,"The post discusses new features and updates for Ray-Ban Meta smart glasses, a relevant brand."
1k4ixlt,True,negative,-0.8,"The post details a critical, reproducible bug with the Ray-Ban Meta glasses and the Meta View app."
1k4lxwa,True,neutral,0.1,"The post discusses accessories for Ray-Ban Meta glasses, comparing third-party options."
1k5z51d,True,positive,0.7,"The post directly mentions Ray-Ban Meta Glasses and updates, fitting the brand focus."
1k6kop4,True,negative,-0.8,"The post details a negative experience with ordering Meta/Ray-Ban smart glasses, citing prescription and damage issues."
1k8suvj,True,positive,0.7,The post specifically discusses using advanced voice chat features on Ray-Ban Meta glasses.
1k9e4hu,True,neutral,0.1,It provides specific troubleshooting advice for Ray-Ban Meta charging issues.
1kaq1w2,True,positive,0.7,Directly discusses the Ray-Ban Meta Glasses and its integration with Meta AI.
1kcbmxh,True,negative,-0.5,"The post discusses issues with Lensology, which is associated with Ray-Ban Meta frames."
1kd4umk,True,neutral,0.1,The post directly discusses selling a specific brand of consumer smart glasses (Ray-Ban Meta).
1keacdf,True,neutral,0.0,The post specifically asks about the return policy for Ray-Ban Meta glasses.
1kgh5ap,True,neutral,0.1,The post specifically discusses the Ray-Ban Meta glasses and their lens performance.
1kj5hri,True,negative,-0.3,"Compares Meta and Ray-Ban support experiences, highlighting issues with Meta's warranty process."
1klk6os,True,negative,-0.3,The user discusses the Ray-Ban Meta glasses and their reluctance to use the new AI features.
1kln1xv,True,positive,0.7,The user explicitly mentions and praises the Ray-Ban Meta smart glasses.
1klyeqw,True,positive,0.7,The user explicitly discusses and praises their new Meta Ray-Ban glasses.
1kmchsq,True,negative,-0.7,The post is a direct technical support query about a specific consumer smart-glasses brand (Ray-Ban Meta).
1kqdfkx,True,negative,-0.7,The post is a direct complaint about a malfunction in Meta Ray-Ban smart glasses.
1kqp801,True,neutral,0.1,The post specifically mentions Ray-Ban Meta glasses in a technical support query.
1krn8jg,True,neutral,0.1,The post directly discusses purchasing and applying a discount for Ray-Ban Meta glasses.
1krvzqu,True,neutral,0.1,The post directly discusses the Ray-Ban Meta and compares it to future releases from Meta and Google.
1kt2bd8,True,neutral,0.1,The post specifically discusses purchasing Ray-Ban Meta smart glasses with high prescription lenses.
1ktaoj4,True,neutral,0.1,The post specifically discusses compatibility issues with Ray-Ban Meta glasses and their functionality.
1ktia3e,True,neutral,0.1,"Discusses specific issues and features of Ray-Ban Meta smart glasses, balancing pros and cons."
1kts4vb,True,neutral,0.0,The post explicitly names a relevant consumer smart-glasses brand (Ray-Ban Meta).
1ku38vj,True,positive,0.6,The user explicitly mentions and praises the Ray-Ban Meta sunglasses.
1ku8ple,True,negative,-0.7,The post discusses a specific technical issue (app crashing) with the Meta Ray-Ban Wayfarer smart glasses.
1kubbwn,True,positive,0.7,"The post discusses using and modifying Ray-Ban Meta glasses, which is a relevant brand discussion."
1kuf7q1,True,negative,-0.6,The post discusses a hardware failure and dissatisfaction with Meta/Ray-Ban Meta glasses.
1kupq70,True,neutral,0.1,The post specifically discusses modifying the firmware and application of Meta Ray-Ban glasses.
1kuxrmm,True,positive,0.6,"The post specifically discusses the Ray-Ban Meta Glasses, expressing happiness about their Indian launch."
1kwhvyx,True,negative,-0.6,The post discusses warranty issues and discontinuation of Ray-Ban Meta glasses.
1kwhwlh,True,negative,-0.6,The post discusses warranty issues and discontinuation of Ray-Ban Meta glasses.
1kx9uig,True,negative,-0.7,The post specifically discusses a technical issue (overheating/data loss) with Ray-Ban Meta glasses.
1kzofl7,True,neutral,0.1,"The post specifically discusses accessories for Ray-Ban Meta glasses, fitting the brand focus."
1kzotd0,True,positive,0.7,The post directly promotes Ray-Ban Meta AI glasses with a discount link.
1l0tlrh,True,neutral,0.0,The post explicitly mentions 'Ray-Ban Meta Glasses' in the context of a recording.
1l4iab9,True,neutral,0.1,"The post directly discusses an accessory for Ray-Ban Meta glasses, addressing user concerns."
1l4v1jy,True,positive,0.7,The post directly promotes Ray-Ban Meta AI glasses with a discount link.
1l51gcj,True,neutral,0.1,The post directly discusses the Ray-Ban Meta glasses and whether the discounted price is worth buying.
1l5f9hr,True,neutral,0.1,The post specifically discusses purchasing prescription lenses for Ray-Ban Meta glasses.
1l5ians,True,neutral,0.1,The post specifically discusses a purchase and pricing issue related to Ray-Ban Meta smart glasses.
1l5igyp,True,negative,-0.3,The post is specifically about purchasing and regretting the price of Ray-Ban Meta glasses.
1l5v8d8,True,negative,-0.5,The user is discussing a specific feature absence on Ray-Ban Meta glasses.
1l6vgcm,True,positive,0.7,The post directly promotes and discusses the Ray-Ban Meta AI glasses with a discount offer.
1l8utjp,True,neutral,0.1,"The post specifically discusses the Ray-Ban Meta glasses, asking for user experiences and opinions."
1l9idzg,True,negative,-0.6,The user is experiencing functional issues with their Meta/Ray-Ban smart glasses after an iOS update.
1l9ndfz,True,negative,-0.4,"The user is discussing a specific product, Ray-Ban Meta glasses, and expressing dissatisfaction with the lenses."
1la4mwe,True,positive,0.7,"The post directly discusses an accessory for Ray-Ban Meta smart glasses, addressing a user pain point."
1lb19v9,True,neutral,0.1,"The post specifically discusses Ray-Ban Meta glasses and lens options, fitting the brand focus."
1lbb8va,True,neutral,0.0,The post specifically mentions Ray-Ban Meta glasses in the context of a recording.
1lbba5n,True,neutral,0.0,The post specifically mentions 'Ray-Ban meta glasses' in the context of a recording.
1lbnde4,True,neutral,0.1,The user is specifically asking for advice on Ray-Ban Meta and other smart-glasses options.
1lbx66a,True,negative,-0.5,The user is discussing issues and return policies for Ray-Ban Meta smart glasses.
1lchken,True,negative,-0.4,The post discusses a specific hardware failure (arm detaching) with Ray-Ban Meta glasses.
1lcwi89,True,negative,-0.7,"The post discusses a specific issue with Meta Ray-Ban smart glasses, fitting the brand focus."
1ld5per,True,negative,-0.5,"The post is specifically about getting Ray-Ban Meta smart glasses repaired, indicating a negative experience."
1legtmj,True,positive,0.8,The post discusses the user's experience with Ray-Ban Meta glasses and their camera quality.
1lf8mxj,True,neutral,0.0,The post specifically discusses the Ray-Ban Meta glasses' video recording capabilities and battery life.
1lfe7ag,True,negative,-0.5,The post discusses a specific functional issue with the Ray-Ban Meta smart glasses.
1lfizs8,True,positive,0.7,"The post specifically discusses the Ray-Ban Meta glasses and their features (AI, music)."
1lfxzh4,True,positive,0.6,The post specifically mentions and discusses the Ray-Ban Meta smart glasses.
1lgarrb,True,neutral,0.1,The post directly compares Ray-Ban Meta to another brand (Oakley) regarding smart glasses purchase.
1lh51l9,True,positive,0.7,The post directly promotes a specific consumer smart-glasses brand (Ray-Ban Meta) with a discount.
1lhs4ms,True,neutral,0.1,The post discusses specific functionality differences between two Ray-Ban Meta smart glasses.
1linpdt,True,positive,0.8,The post specifically mentions and praises the Ray Ban Meta glasses.
1ljvm97,True,neutral,0.1,The post specifically discusses ordering Ray-Ban Meta glasses and tracking the delivery timeline.
1ljwc55,True,neutral,0.1,The post specifically discusses purchasing and using Ray-Ban Meta glasses and related accessories.
1lk80z0,True,negative,-0.6,The post discusses a delay and shipping issues with Ray-Ban Meta glasses.
1lm1a2e,True,negative,-0.8,The post directly discusses negative warranty experiences with Meta Ray-Ban smart glasses.
1lmdjuf,True,neutral,0.0,"The post provides a detailed, objective comparison between Xiaomi AI Glasses and Ray-Ban Meta Smart Glasses."
1ln8gir,True,neutral,0.1,"The post specifically discusses the Meta Ray-Ban smart glasses, seeking balanced user experiences."
1loio7b,True,negative,-0.8,The post specifically discusses issues with the Ray-Ban Meta smart glasses and their software update.
1lojkbq,True,neutral,0.1,The post directly discusses choosing between specific Meta Ray-Ban smart glasses models.
1loos8b,True,positive,0.6,The post specifically discusses acquiring and mentioning the Ray-Ban Meta smart glasses.
1lphhqq,True,neutral,0.1,"The post specifically discusses modifying Ray-Ban Meta glasses, directly engaging with a target brand."
1lplbmb,True,negative,-0.7,The post discusses specific functional issues with the Ray-Ban Meta smart glasses translation feature.
1lr3rw0,True,negative,-0.8,The post is a negative review specifically about the Ray-Ban Meta glasses' durability and customer service.
1lr9jaw,True,negative,-0.7,The post is a direct technical support query about a specific consumer smart-glasses brand (Ray-Ban Meta).
1lsjo92,True,negative,-0.8,The post is a negative review specifically about the quality and failure of Meta/Ray-Ban smart glasses.
1lsyawb,True,negative,-0.7,The post discusses technical issues with the Ray-Ban Meta Wayfarer glasses.
1luovmd,True,negative,-0.9,The post is a negative consumer experience regarding purchasing Ray-Ban Meta Smart Glasses.
1lurjf7,True,neutral,0.1,The post specifically discusses Ray-Ban Meta glasses and their lenses.
1lvw4l0,True,neutral,0.1,"The post specifically mentions ordering Meta glasses through Ray-Ban, directly addressing a relevant brand."
1lw4yw6,True,negative,-0.8,The post is a direct complaint about a malfunctioning Ray-Ban Meta smart glass and lack of support.
1lws5y6,True,positive,0.7,The user is specifically asking about Ray-Ban Meta glasses and their features.
1lx7pj0,True,positive,0.6,The post specifically discusses upcoming features and new styles for Meta Ray-Ban smart glasses.
1lxkufj,True,negative,-0.8,The post details a technical failure (bricking/flashing light) with Meta Wayfarer smart glasses.
1lye4ta,True,negative,-0.5,The user is discussing fit issues and exchange/refund options for Ray-Ban Meta glasses.
1lzb5qa,True,negative,-0.5,The post specifically discusses the Ray-Ban Meta glasses and data recovery issues.
1m1m2gy,True,negative,-0.6,"The post directly compares a third-party product to Ray-Ban Meta, questioning its legitimacy."
1m1tc8f,True,neutral,0.1,The post specifically asks about functionality of Ray-Ban Meta smart glasses for media consumption.
1m3a0kk,True,neutral,0.1,The post specifically discusses the availability and legitimacy of Ray-Ban Meta glasses from a third-party store.
1m4lph6,True,positive,0.7,The post is a direct sales promotion for Ray-Ban Meta Smart Glasses.
1m57vm8,True,negative,-0.8,"The post discusses technical issues with Ray-Ban Meta smart glasses, expressing strong dissatisfaction."
1m61qrn,True,negative,-0.7,"The post directly discusses the Ray-Ban Meta glasses, focusing on product quality and customer service issues."
1m7frlx,True,negative,-0.5,The post discusses specific issues with using Ray-Ban Meta glasses for phone calls.
1m98ulx,True,negative,-0.8,The post discusses a negative experience with a faulty Ray-Ban Meta product and warranty issues.
1m9rhli,True,negative,-0.8,The post is a complaint specifically about the Meta Ray-Ban smart glasses purchase and customer service.
1m9rknf,True,negative,-0.8,The post is a complaint specifically about the Meta Ray-Ban smart glasses purchase and customer service.
1m9ul50,True,negative,-0.7,The post specifically discusses Ray-Ban Meta glasses and concerns about future software updates.
1ma1juj,True,neutral,0.1,The post directly discusses the Meta Ray-Ban smart glasses and whether to purchase them now or wait for an upgrade.
1mam7eo,True,negative,-0.7,The post discusses a specific technical issue with Ray-Ban Meta smart glasses.
1mam9zy,True,positive,0.7,The post is a direct review and discussion of the Ray-Ban Meta glasses' performance.
1mb3iu9,True,positive,0.7,The post specifically discusses a game concept built around Ray-Ban Meta smart glasses.
1mc3in5,True,neutral,0.1,"The post directly mentions and focuses on the Ray-Ban Meta glasses, prompting user interaction."
1mc9a00,True,negative,-0.6,The post discusses a specific issue with Ray-Ban Meta Smart Glasses lens ordering and customer service.
1mchhjo,True,negative,-0.5,The user discusses poor audio quality specifically when using Ray-Ban Meta glasses for phone calls.
1mdcaru,True,neutral,0.1,"The post provides detailed, mixed feedback specifically on the Ray-Ban Meta smart glasses."
1me2go5,True,positive,0.7,The post provides a detailed user experience review of the Ray-Ban Meta smart glasses.
1me7wmh,True,neutral,0.1,Discusses pricing and purchasing options for Meta Ray-Ban smart glasses.
1mej0v0,True,neutral,0.1,The post directly discusses the Ray-Ban Meta smart glasses and account sharing.
1melz19,True,neutral,0.1,The post specifically discusses getting Meta Ray-Ban smart glasses covered by vision insurance.
1meplh4,True,positive,0.7,Directly compares Ray-Ban Meta's strategy favorably against Google's approach to smart glasses.
1mewur4,True,positive,0.9,"The post is a detailed, positive review focusing specifically on the features and use of Ray-Ban Meta glasses."
1mfl8d0,True,negative,-0.9,The post is a negative review specifically about the warranty and electronic malfunction of Meta Ray-Ban glasses.
1mfonsq,True,negative,-0.7,The post discusses a technical issue with Ray-Ban Meta smart glasses connectivity.
1mgktlv,True,positive,0.8,"The post specifically discusses using Meta Ray-Ban glasses with AI automation, fitting the brand focus."
1mgp7ae,True,neutral,0.1,The post discusses a specific issue with the Meta Ray-Ban AI feature functionality.
1mj8yvy,True,negative,-0.8,The post is a negative review specifically about the Ray-Ban Meta glasses' failure and poor customer support.
1mkhcqf,True,positive,0.8,The user specifically discusses their positive experience using Ray-Ban Meta glasses for effortless capture.
1mkuawj,True,neutral,0.1,The post specifically discusses the Ray-Ban Meta glasses and feature availability across different regions.
1mln83a,True,neutral,0.1,The post specifically mentions and discusses the Ray-Ban Meta glasses in the context of functionality.
1mmfhil,True,negative,-0.7,The post discusses a specific technical issue (Bluetooth connection) with the Ray-Ban Meta smart glasses.
1mmt5f7,True,negative,-0.9,The post discusses significant data loss and reliability issues with Meta Ray-Ban smart glasses.
1mnet2s,True,neutral,0.1,The post directly discusses testing the functionality of Meta Ray-Ban smart glasses for note-taking.
1mp8t1j,True,negative,-0.8,The post is a detailed technical complaint specifically about Ray-Ban Meta Smart Glasses malfunctioning.
1mqfgtv,True,neutral,0.1,"The post specifically mentions 'Ray-Ban Meta inspired shots,' directly referencing a target brand."
1mqo97v,True,negative,-0.7,The post discusses a negative experience with replacing lenses for Ray-Ban Meta smart glasses.
1mt1983,True,negative,-0.7,"The post specifically discusses issues with the Ray-Ban Meta smart glasses, focusing on recording limits and battery life."
1mtvslo,True,neutral,0.1,The post directly discusses purchasing decisions and features of the Meta Ray-Ban smart glasses.
1mvlx5d,True,negative,-0.6,The post discusses a negative customer service experience with Meta Ray-Ban smart glasses.
1mwi17f,True,negative,-0.7,The post discusses functional issues with Meta/Ray-Ban Meta glasses after updates.
1mwlrxs,True,neutral,0.1,The post specifically discusses purchasing Ray-Ban Meta smart glasses and seeking a discount.
1mwnpnm,True,neutral,0.1,The post specifically discusses replacement lenses for Ray-Ban Meta glasses.
1mx80ab,True,negative,-0.3,The post is directly about a specific consumer smart-glasses brand (Ray-Ban Meta) experiencing a technical issue.
1myynkw,True,neutral,0.1,The post provides a detailed user review specifically about the Ray-Ban Meta smart glasses.
1mz0rcm,True,positive,0.7,"The post is a direct listing/sale of Ray-Ban Meta smart glasses, detailing their features."
1mzat9v,True,positive,0.8,The post discusses the purchase and positive experience with Ray-Ban Meta glasses.
1mzatsh,True,positive,0.8,The post discusses the purchase and positive experience with Ray-Ban Meta glasses.
1mzdlkg,True,positive,0.7,The post directly promotes a specific consumer smart-glasses brand (Ray-Ban Meta) with a discount.
1mzem9r,True,positive,0.7,The post directly promotes and discusses the Ray-Ban Meta AI glasses with a discount offer.
1mzfctj,True,positive,0.5,"Directly mentions Ray-Ban Meta, a specific consumer smart-glasses brand, with a referral link."
1mzgqj4,True,negative,-0.8,The post specifically discusses the Ray-Ban Meta smart glasses and expresses strong dissatisfaction with their functionality.
1mzn4b5,True,neutral,0.1,The user is specifically asking for advice on purchasing Ray-Ban Meta as everyday glasses.
1n097l7,True,positive,0.5,The post directly promotes and discusses the Ray-Ban Meta AI glasses.
1n0x8tu,True,positive,0.7,The post directly promotes Ray-Ban Meta AI glasses with a discount offer.
1n12f7y,True,negative,-0.8,The user is experiencing significant technical issues with their Meta/Ray-Ban smart glasses.
1n1r3nk,True,negative,-0.6,The post provides detailed negative feedback and comparisons regarding the Ray-Ban Meta glasses.
1n1uvrp,True,negative,-0.8,The post is a negative review detailing hardware and support issues with Ray-Ban Meta smart glasses.
1n2tv5o,True,negative,-0.7,The post is a complaint about a delayed order for Ray-Ban Meta glasses and difficulty contacting Meta support.
1n3e8x9,True,positive,0.7,The post directly promotes a discount code for Ray-Ban Meta glasses.
1n3v1ln,True,positive,0.7,The post directly promotes Ray-Ban Meta AI glasses with a discount link.
1n3v1um,True,positive,0.7,The post directly promotes Ray-Ban Meta AI glasses with a discount link.
1n5nor2,True,positive,0.7,The post specifically requests a feature enhancement for the Ray-Ban Meta smart glasses.
1n5vs52,True,positive,0.6,"The post specifically discusses an accessory for Ray-Ban Meta glasses, indicating interest in the brand."
1n5zf2l,True,negative,-0.6,The post discusses a specific issue with a newly purchased Ray-Ban Meta smart-glasses product.
1kt794f,True,neutral,0.0,"The post specifically mentions Apple, a key brand in the consumer smart-glasses space."
1loaumz,True,neutral,0.1,"The post specifically mentions Apple Smart Glasses, which is one of the target brands."
1nw0mwl,True,neutral,0.1,Directly discusses Apple's strategy regarding smart glasses versus Meta's current position.
1nw2j90,True,positive,0.6,"Directly mentions Apple's work on Vision Pro, linking it to future AI smart glasses development."
1sjqcfc,True,positive,0.6,"Directly compares Apple's strategy against Meta's Ray-Bans, focusing on specific brands."
1kt799s,True,neutral,0.0,"The post specifically mentions Apple, a key brand in the consumer smart-glasses space."
1lob1z7,True,neutral,0.1,"The post specifically mentions Apple Smart Glasses, which is one of the target brands."
1nw2jdn,True,positive,0.6,"Directly mentions Apple's work on Vision Pro, linking it to future AI smart glasses development."
1ok8nln,True,neutral,0.1,"Compares Apple's Vision Pro to Xreal's smart glasses, directly addressing brand comparison."
1iktcjo,False,neutral,0.0,"The post discusses smart rings as a future alternative, not the specified consumer smart-glasses brands."
1lob07g,True,neutral,0.1,"Directly discusses Apple's smart glasses timeline, which is a relevant brand in the topic."
1pfphiz,True,neutral,0.1,"Discusses Meta's expansion into AI wearables, which is relevant to the smart-glasses topic."
1ixa7sl,False,neutral,0.0,"The post discusses heart rate data integration with wearables and glasses generally, not specific consumer smart-glasses brands."
1kifeie,True,neutral,0.1,"Mentions Apple, a key brand, in the context of building chips for smart glasses."
1kwg83m,False,neutral,0.0,"The post discusses desired features but excludes all specified brands, making it not substantively about them."
1lwv31y,True,negative,-0.5,"The user discusses smart glasses needs, mentioning Meta glasses and Apple smart glasses, but expresses financial distress."
1mhyfzg,True,neutral,0.1,"The user explicitly asks for alternatives to Meta and Apple, mentioning specific needs for smart glasses."
1nwmf9u,False,neutral,0.1,The post discusses the general state of smart glasses software fragmentation without mentioning specific brands.
1q0ah89,True,neutral,0.1,"The user asks for suggestions on smart glasses to display music lyrics, mentioning 'G1 glasses' (likely a brand reference)."
1q8sntl,False,neutral,0.0,"The post discusses AR functionality generally, mentioning Apple Vision, but does not compare or discuss the specified consumer smart-glasses brands."
1r8wk79,True,neutral,0.0,"The post directly asks about major companies (Google, Apple) working on smart glasses besides Meta."
1r9y52n,True,neutral,0.1,"Mentions Apple is working on AI smart glasses, which is a relevant brand/product."
1red59m,True,positive,0.6,"Directly compares Apple smart glasses against Meta Ray-Bans, focusing on a competitive advantage."
1rjoads,False,neutral,0.1,The post discusses AR headsets generally but does not mention any of the specified consumer smart-glasses brands.
1rmm0nf,False,neutral,0.0,"The post discusses HeyCyan glasses, which is not one of the specified target brands."
1sji9lq,True,positive,0.5,"Directly mentions Apple's upcoming smart glasses and design focus, fitting the brand focus."
1t3c5wf,True,neutral,0.1,"The post specifically discusses Apple's upcoming smart glasses features, fitting the brand focus."
1hvalka,False,neutral,0.0,"The post discusses a new neural wristband, not the specified consumer smart-glasses brands."
1hwp6wf,False,neutral,0.1,"Discusses smart glasses generally but does not mention any of the specified brands (Meta, Apple, Google, etc.)."
1ifltf8,True,neutral,0.0,"Mentions Apple's work on smart glasses, directly relating to a key brand in the topic."
1in7wni,False,neutral,0.1,"The post discusses the shift to TV viewing and general AR concepts, but does not mention any specific smart-glasses brands."
1j7ahib,True,neutral,0.1,"It specifically mentions Apple's smart glasses future, fitting the brand focus."
1jwni7y,False,neutral,0.0,"The post discusses academic research on volumetric holograms, not consumer smart-glasses brands."
1k94s99,True,positive,0.6,"Directly mentions Apple smart glasses, indicating interest in a specific brand's development."
1klf140,True,positive,0.7,"Directly mentions Apple's smart glasses and future technology, fitting the brand focus."
1kv3f8z,False,neutral,0.0,"The post discusses AI and Apple's future, but does not substantively discuss the specified consumer smart-glasses brands."
1l6u8c4,False,neutral,0.0,"The post discusses the smart glasses market generally, but does not mention any specific brands like Meta, Apple, Google, etc."
1l7sg6l,False,neutral,0.0,"The post discusses patent trolls targeting small AR startups, not the specified major consumer brands."
1l85p2d,True,neutral,0.1,"Discusses Snap's future AR glasses and mentions competition from Meta, Apple, and Alphabet."
1ldoman,False,neutral,0.0,"The post discusses BleeqUp and ARknovv, but does not mention any of the specified brands (Meta, Apple, Google, Snap, Xreal, Xiaomi)."
1lo8z2d,True,neutral,0.1,Discusses future release timelines for Apple smart glasses and Ray-Ban like AI glasses.
1lsk4b3,True,positive,0.6,"Discusses Apple's Vision Pro and future smart glasses, which is relevant to the topic."
1lvw0rn,True,neutral,0.1,Discusses Apple Vision Pro updates and its competitive positioning against Meta in the smart glasses market.
1m10bk8,True,neutral,0.0,"It mentions Apple Glasses, directly referencing a key brand in the topic of consumer smart glasses."
1m1m6n0,False,neutral,0.0,The post discusses general AR/AI glasses concepts but does not mention any specific brands listed.
1mwfkat,True,neutral,0.1,Mentions Google's interest in smart glasses and Meta's dominance in the category.
